module	resolved_version	configurations
com.squareup.moshi:moshi	1.13.0	main:baselineprofile:benchmarkReleaseRuntimeClasspath;main:baselineprofile:nonMinifiedReleaseRuntimeClasspath
com.squareup.okhttp3:okhttp	5.3.2	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
com.squareup.okhttp3:okhttp-android	5.3.2	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
com.squareup.okhttp3:okhttp-jvm	5.3.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
com.squareup.okio:okio	3.18.1	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
com.squareup.okio:okio	3.9.1	main:baselineprofile:benchmarkReleaseCompileClasspath;main:baselineprofile:benchmarkReleaseRuntimeClasspath;main:baselineprofile:nonMinifiedReleaseCompileClasspath;main:baselineprofile:nonMinifiedReleaseRuntimeClasspath
com.squareup.okio:okio-iosarm64	3.18.1	main:shared:iosArm64CompileKlibraries
com.squareup.okio:okio-iossimulatorarm64	3.18.1	main:shared:iosSimulatorArm64TestCompileKlibraries
com.squareup.okio:okio-jvm	3.18.1	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
com.squareup.okio:okio-jvm	3.9.1	main:baselineprofile:benchmarkReleaseCompileClasspath;main:baselineprofile:benchmarkReleaseRuntimeClasspath;main:baselineprofile:nonMinifiedReleaseCompileClasspath;main:baselineprofile:nonMinifiedReleaseRuntimeClasspath
com.squareup.wire:wire-runtime	5.2.1	main:baselineprofile:benchmarkReleaseCompileClasspath;main:baselineprofile:benchmarkReleaseRuntimeClasspath;main:baselineprofile:nonMinifiedReleaseCompileClasspath;main:baselineprofile:nonMinifiedReleaseRuntimeClasspath
com.squareup.wire:wire-runtime-jvm	5.2.1	main:baselineprofile:benchmarkReleaseCompileClasspath;main:baselineprofile:benchmarkReleaseRuntimeClasspath;main:baselineprofile:nonMinifiedReleaseCompileClasspath;main:baselineprofile:nonMinifiedReleaseRuntimeClasspath
io.coil-kt.coil3:coil	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-compose	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-compose-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-compose-core	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-compose-core-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-compose-core-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-compose-core-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-compose-core-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-compose-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-compose-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-compose-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-core	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-core-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-core-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-core-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-core-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-gif	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-network-core	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-network-core-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-network-core-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-network-core-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-network-core-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-network-ktor3	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath;main:shared:commonMainResolvableDependenciesMetadata;main:shared:commonTestResolvableDependenciesMetadata;main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:iosArm64CompileKlibraries;main:shared:iosSimulatorArm64TestCompileKlibraries;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath;main:shared:metadataAppleMainCompileClasspath;main:shared:metadataCommonMainCompileClasspath;main:shared:metadataCompileClasspath;main:shared:metadataIosMainCompileClasspath;main:shared:metadataNativeMainCompileClasspath
io.coil-kt.coil3:coil-network-ktor3-android	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugAndroidTestRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt.coil3:coil-network-ktor3-iosarm64	3.6.2	main:shared:iosArm64CompileKlibraries
io.coil-kt.coil3:coil-network-ktor3-iossimulatorarm64	3.6.2	main:shared:iosSimulatorArm64TestCompileKlibraries
io.coil-kt.coil3:coil-network-ktor3-jvm	3.6.2	main:shared:composeHotReloadDevJvmDevRuntimeClasspath;main:shared:composeHotReloadDevJvmRuntimeClasspath;main:shared:composeHotReloadDevJvmTestRuntimeClasspath;main:shared:jvmCompileClasspath;main:shared:jvmDevCompileClasspath;main:shared:jvmDevRuntimeClasspath;main:shared:jvmMainCompileClasspath;main:shared:jvmMainRuntimeClasspath;main:shared:jvmRuntimeClasspath;main:shared:jvmTestCompileClasspath;main:shared:jvmTestRuntimeClasspath
io.coil-kt.coil3:coil-video	3.6.2	main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseRuntimeClasspath;main:app-wear:debugRuntimeClasspath;main:app-wear:debugUnitTestRuntimeClasspath;main:app-wear:releaseRuntimeClasspath;main:shared:androidCompileClasspath;main:shared:androidHostTestCompileClasspath;main:shared:androidHostTestRuntimeClasspath;main:shared:androidRuntimeClasspath
io.coil-kt:coil	2.7.0	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath
io.coil-kt:coil-base	2.7.0	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath
io.coil-kt:coil-compose	2.7.0	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath
io.coil-kt:coil-compose-base	2.7.0	main:app-android:benchmarkReleaseCompileClasspath;main:app-android:benchmarkReleaseRuntimeClasspath;main:app-android:debugAndroidTestCompileClasspath;main:app-android:debugCompileClasspath;main:app-android:debugRuntimeClasspath;main:app-android:debugUnitTestCompileClasspath;main:app-android:debugUnitTestRuntimeClasspath;main:app-android:nonMinifiedReleaseCompileClasspath;main:app-android:nonMinifiedReleaseRuntimeClasspath;main:app-android:releaseCompileClasspath;main:app-android:releaseRuntimeClasspath
